,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
739,3,Unidade da Federação,24,Cabeças,1476226,24,Rio Grande do Norte,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
740,3,Unidade da Federação,23,Mil dúzias,8280,24,Rio Grande do Norte,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
741,3,Unidade da Federação,23,Mil dúzias,8280,24,Rio Grande do Norte,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
742,3,Unidade da Federação,24,Cabeças,1568808,24,Rio Grande do Norte,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
743,3,Unidade da Federação,23,Mil dúzias,8842,24,Rio Grande do Norte,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
744,3,Unidade da Federação,23,Mil dúzias,8842,24,Rio Grande do Norte,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
745,3,Unidade da Federação,24,Cabeças,1558237,24,Rio Grande do Norte,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
746,3,Unidade da Federação,23,Mil dúzias,9467,24,Rio Grande do Norte,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
747,3,Unidade da Federação,23,Mil dúzias,9467,24,Rio Grande do Norte,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
748,3,Unidade da Federação,24,Cabeças,1537099,24,Rio Grande do Norte,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
749,3,Unidade da Federação,23,Mil dúzias,9909,24,Rio Grande do Norte,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
750,3,Unidade da Federação,23,Mil dúzias,9909,24,Rio Grande do Norte,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
751,3,Unidade da Federação,24,Cabeças,946254,25,Paraíba,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
752,3,Unidade da Federação,23,Mil dúzias,6013,25,Paraíba,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
753,3,Unidade da Federação,,,...,25,Paraíba,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
754,3,Unidade da Federação,24,Cabeças,986083,25,Paraíba,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
755,3,Unidade da Federação,23,Mil dúzias,6383,25,Paraíba,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
756,3,Unidade da Federação,,,...,25,Paraíba,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
757,3,Unidade da Federação,24,Cabeças,997840,25,Paraíba,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
758,3,Unidade da Federação,23,Mil dúzias,6498,25,Paraíba,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
759,3,Unidade da Federação,,,...,25,Paraíba,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
760,3,Unidade da Federação,24,Cabeças,974199,25,Paraíba,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
761,3,Unidade da Federação,23,Mil dúzias,6392,25,Paraíba,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
762,3,Unidade da Federação,,,...,25,Paraíba,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
763,3,Unidade da Federação,24,Cabeças,1013078,25,Paraíba,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
764,3,Unidade da Federação,23,Mil dúzias,6410,25,Paraíba,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
765,3,Unidade da Federação,,,...,25,Paraíba,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
766,3,Unidade da Federação,24,Cabeças,1047139,25,Paraíba,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
767,3,Unidade da Federação,23,Mil dúzias,6928,25,Paraíba,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
768,3,Unidade da Federação,,,...,25,Paraíba,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
769,3,Unidade da Federação,24,Cabeças,1067389,25,Paraíba,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
770,3,Unidade da Federação,23,Mil dúzias,6797,25,Paraíba,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
771,3,Unidade da Federação,,,...,25,Paraíba,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
772,3,Unidade da Federação,24,Cabeças,1041132,25,Paraíba,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
773,3,Unidade da Federação,23,Mil dúzias,6683,25,Paraíba,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
774,3,Unidade da Federação,,,...,25,Paraíba,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
775,3,Unidade da Federação,24,Cabeças,1051371,25,Paraíba,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
776,3,Unidade da Federação,23,Mil dúzias,6965,25,Paraíba,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
777,3,Unidade da Federação,,,...,25,Paraíba,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
778,3,Unidade da Federação,24,Cabeças,1109866,25,Paraíba,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
779,3,Unidade da Federação,23,Mil dúzias,7031,25,Paraíba,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
780,3,Unidade da Federação,,,...,25,Paraíba,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
781,3,Unidade da Federação,24,Cabeças,1102487,25,Paraíba,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
782,3,Unidade da Federação,23,Mil dúzias,7182,25,Paraíba,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
783,3,Unidade da Federação,,,...,25,Paraíba,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
784,3,Unidade da Federação,24,Cabeças,1089949,25,Paraíba,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
785,3,Unidade da Federação,23,Mil dúzias,7164,25,Paraíba,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
786,3,Unidade da Federação,,,...,25,Paraíba,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
787,3,Unidade da Federação,24,Cabeças,1107189,25,Paraíba,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
788,3,Unidade da Federação,23,Mil dúzias,7037,25,Paraíba,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
789,3,Unidade da Federação,23,Mil dúzias,6617,25,Paraíba,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
790,3,Unidade da Federação,24,Cabeças,1141568,25,Paraíba,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
791,3,Unidade da Federação,23,Mil dúzias,7314,25,Paraíba,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
792,3,Unidade da Federação,23,Mil dúzias,6875,25,Paraíba,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
793,3,Unidade da Federação,24,Cabeças,1154743,25,Paraíba,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
794,3,Unidade da Federação,23,Mil dúzias,7505,25,Paraíba,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
795,3,Unidade da Federação,23,Mil dúzias,7056,25,Paraíba,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
796,3,Unidade da Federação,24,Cabeças,1131798,25,Paraíba,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
797,3,Unidade da Federação,23,Mil dúzias,7497,25,Paraíba,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
798,3,Unidade da Federação,23,Mil dúzias,7036,25,Paraíba,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
799,3,Unidade da Federação,24,Cabeças,1141889,25,Paraíba,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
800,3,Unidade da Federação,23,Mil dúzias,7296,25,Paraíba,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
801,3,Unidade da Federação,23,Mil dúzias,6676,25,Paraíba,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
802,3,Unidade da Federação,24,Cabeças,1181302,25,Paraíba,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
803,3,Unidade da Federação,23,Mil dúzias,7509,25,Paraíba,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
804,3,Unidade da Federação,23,Mil dúzias,7029,25,Paraíba,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
805,3,Unidade da Federação,24,Cabeças,1206070,25,Paraíba,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
806,3,Unidade da Federação,23,Mil dúzias,7661,25,Paraíba,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
807,3,Unidade da Federação,23,Mil dúzias,7224,25,Paraíba,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
808,3,Unidade da Federação,24,Cabeças,1250922,25,Paraíba,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
809,3,Unidade da Federação,23,Mil dúzias,8152,25,Paraíba,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
810,3,Unidade da Federação,23,Mil dúzias,7509,25,Paraíba,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
811,3,Unidade da Federação,24,Cabeças,1298106,25,Paraíba,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
812,3,Unidade da Federação,23,Mil dúzias,8542,25,Paraíba,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
813,3,Unidade da Federação,23,Mil dúzias,7801,25,Paraíba,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
814,3,Unidade da Federação,24,Cabeças,1343599,25,Paraíba,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
815,3,Unidade da Federação,23,Mil dúzias,8587,25,Paraíba,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
816,3,Unidade da Federação,23,Mil dúzias,7832,25,Paraíba,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
817,3,Unidade da Federação,24,Cabeças,1331242,25,Paraíba,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
818,3,Unidade da Federação,23,Mil dúzias,8631,25,Paraíba,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
819,3,Unidade da Federação,23,Mil dúzias,7984,25,Paraíba,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
820,3,Unidade da Federação,24,Cabeças,1330217,25,Paraíba,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
821,3,Unidade da Federação,23,Mil dúzias,8695,25,Paraíba,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
822,3,Unidade da Federação,23,Mil dúzias,8126,25,Paraíba,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
823,3,Unidade da Federação,24,Cabeças,1300560,25,Paraíba,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
824,3,Unidade da Federação,23,Mil dúzias,8549,25,Paraíba,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
825,3,Unidade da Federação,23,Mil dúzias,8014,25,Paraíba,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
826,3,Unidade da Federação,24,Cabeças,6179994,26,Pernambuco,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
827,3,Unidade da Federação,23,Mil dúzias,37055,26,Pernambuco,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
828,3,Unidade da Federação,,,...,26,Pernambuco,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
829,3,Unidade da Federação,24,Cabeças,6522424,26,Pernambuco,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
830,3,Unidade da Federação,23,Mil dúzias,36817,26,Pernambuco,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
831,3,Unidade da Federação,,,...,26,Pernambuco,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
832,3,Unidade da Federação,24,Cabeças,6212150,26,Pernambuco,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
833,3,Unidade da Federação,23,Mil dúzias,36161,26,Pernambuco,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
834,3,Unidade da Federação,,,...,26,Pernambuco,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
